name,link,cuisine,rating,address,from,tel,coordinate,description
1782. O Chicken & Beer,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13201518-Reviews-O_Chicken_Beer-Singapore.html,"Asian, Korean",5,"52 Boat Quay, Singapore 049841 Singapore","Central Area/City Area,0.5 km from Merlion Park",+65 6532 6088,"1.287092,103.849792","DetailsCUISINESAsian, KoreanMealsLunch, DinnerFEATURESReservations, Seating, Takeout, Table ServiceView all detailsfeatures"
1783. Don-Don,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13200296-Reviews-Don_Don-Singapore.html,"Japanese, Barbecue",4.5,"90 Tanjong Pagar Road, Singapore 088511 Singapore","Outram,0.5 km from Chinatown",+65 6221 0841,"1.278380,103.843658","DetailsPRICE RANGES$40 - S$150CUISINESJapanese, BarbecueMealsDinnerView all detailsfeatures, about"
1784. Albert Cafe & Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5430771-Reviews-Albert_Cafe_Restaurant-Singapore.html,"Asian, Singaporean",4,"180 Albert Street Village Hotel Albert Court #02-01 Albert Court Village Hotel, Singapore 189971 Singapore","Central Area/City Area,0.2 km from Little India",+65 6337 8096,"1.304210,103.850922","DetailsCUISINESAsian, SingaporeanMealsBreakfast, Lunch, DinnerFEATURESReservations, Seating, Table ServiceView all detailsfeatures"
1785. Yardbird,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15581789-Reviews-Yardbird-Singapore.html,"American, Southwestern",4.5,"The Shoppes at Marina Bay Sands, Singapore Singapore",0.7 km from Marina Bay,,"1.282850,103.858498","DetailsCUISINESAmerican, Southwestern, Cajun & Creole, Bar, PubMealsLunch, DinnerFEATURESReservations, Seating, Table ServiceView all detailsfeatures"
The Lobby Lounge,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12594724-Reviews-The_Lobby_Lounge-Singapore.html,"Singaporean, Asian",4.5,"22 Orange Grove Road Shangri-La Hotel Shangri-la Hotel, Tower Wing, Singapore 258350 Singapore","Tanglin,1.0 km from Singapore Botanic Gardens",+65 6213 4398,"1.311542,103.826340","DetailsPRICE RANGES$12 - S$50CUISINESSingaporean, AsianMealsLunch, Dinner, Brunch, Breakfast, After-hours, DrinksView all detailsfeatures, about"
1786. Bibigo,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3856464-Reviews-Bibigo-Singapore.html,"Asian, Korean",4,"252 North Bridge Road Raffles City Shopping Centre #B1-74 Raffles City Shopping Centre, Singapore 179103 Singapore","Marina Bay,0.3 km from City Hall Building",+65 6336 4745,"1.293442,103.854263","DetailsCUISINESAsian, KoreanMealsLunch, DinnerFEATURESTakeout, SeatingView all detailsfeatures"
1787. House of Peranakan Petit,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8357819-Reviews-House_of_Peranakan_Petit-Singapore.html,"Singaporean, Asian",4,"42 Eng Hoon Street Tiong Bahru Estate Tiong Bahru Estate, Singapore 169785 Singapore","Bukit Merah,1.1 km from Chinatown",+65 6222 1719,"1.283785,103.834335","Food and ambienceSingaporean, AsianBest meal we had in SingaporeOrdered the scallop in curry flavour was so good and ordered for 2nd serve, h...The usual signature Peranakan dishes are available here.Ms"
1788. Lobby Court,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2539859-Reviews-Lobby_Court-Singapore.html,Cafe,4.5,"2 Stamford Road Level 1, Swissotel the Stamford, Singapore 178882 Singapore","City Hall,0.2 km from City Hall Building",+65 6431 6156,"1.293270,103.853394","DetailsCUISINESCafeMealsBreakfast, Lunch, DinnerFEATURESSeating, Wheelchair Accessible, Reservations, Serves AlcoholView all detailsfeatures, about"
1789. Caffe B,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3208113-Reviews-Caffe_B-Singapore.html,"Italian, Japanese",3.5,"64 Club Street, Singapore 069438 Singapore","Outram,0.3 km from Chinatown",+65 6887 3311,"1.281737,103.846001","DetailsPRICE RANGES$28 - S$111CUISINESItalian, JapaneseMealsLunch, Dinner, DrinksView all detailsfeatures, about"
1790. Moghul Mahal Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4559357-Reviews-Moghul_Mahal_Restaurant-Singapore.html,"Indian, Asian",4,"Clarke St Novotel, Singapore 217646 Singapore","Central Area/City Area,0.8 km from City Hall Building",+65 9069 6176,"1.291220,103.844772","DetailsCUISINESIndian, AsianSpecial DietsVegetarian Friendly, Vegan OptionsMealsDinner, LunchView all detailsmeals, features"
Earlybird,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d14045239-Reviews-Earlybird-Singapore.html,"Cafe, Fusion",4.5,"17 Jalan Pinang, Singapore 199149 Singapore","Central Area/City Area,0.8 km from Little India",+65 9788 6856,"1.303056,103.858124","DetailsPRICE RANGES$4 - S$25CUISINESCafe, FusionSpecial DietsVegetarian FriendlyView all detailsmeals, features, about"
1791. Sapore,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5860826-Reviews-Sapore-Singapore.html,"Italian, Pizza",4,"1 Create Way #01-06 NUS University Town Research Building, Singapore 138602 Singapore","Dover,5.0 km from Singapore Botanic Gardens",+65 6262 0287,"1.304072,103.773903","DetailsPRICE RANGES$21 - S$70CUISINESItalian, Pizza, HealthySpecial DietsVegetarian FriendlyView all detailsmeals, features"
1792. Omakase Burger,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6878893-Reviews-Omakase_Burger-Singapore.html,"American, Fast food",3.5,"435 Orchard Road Floor 1 Wisma Atria, Singapore 238877 Singapore","Boulevard,1.7 km from Singapore Botanic Gardens",+65 6737 3218,"1.303772,103.833176","DetailsCUISINESAmerican, Fast foodMealsLunch, DinnerFEATURESTakeout, Reservations, Seating, Wheelchair Accessible, Highchairs AvailableView all detailsfeatures"
1793. Verve Pizza Bar at Clarke Quay,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3682534-Reviews-Verve_Pizza_Bar_at_Clarke_Quay-Singapore.html,"Pizza, Italian",4,"Blk 3D River Valley Road #01-10 Clarke Quay Clark Quay, Shophouse Row, Singapore 179019 Singapore","Central Area/City Area,0.8 km from Asian Civilisations Museum",,"1.289917,103.845299","DetailsCUISINESPizza, ItalianMealsLunch, DinnerFEATURESTakeout, Seating, Serves Alcohol, ReservationsView all detailsfeatures"
1794. Tan Ser Seng Herbs Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5424897-Reviews-Tan_Ser_Seng_Herbs_Restaurant-Singapore.html,"Chinese, Asian",4.5,"29 Lorong Bachok Lorong 21 Geylang, Singapore 387791 Singapore",Aljunied,+65 6748 3953,"1.314095,103.879990","DetailsPRICE RANGES$14 - S$28CUISINESChinese, Asian, Healthy, Street Food, Soups, SingaporeanMealsLunch, Dinner, BrunchView all detailsfeatures, about"
1795. Mojo,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12180086-Reviews-Mojo-Singapore.html,"Singaporean, Japanese",3.5,"204 Telok Ayer Street, Singapore 068640 Singapore","Outram,0.7 km from Marina Bay",+65 6220 0723,"1.280100,103.847099","DetailsCUISINESSingaporean, Japanese, AsianMealsLunch, DinnerFEATURESReservations, Seating, Serves Alcohol, Full BarView all detailsfeatures"
L'eclair Patisserie,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d17705094-Reviews-L_eclair_Patisserie-Singapore.html,"French, Asian",5,"78 Airport Boulevard 01-235 Jewel Changi Airport, Singapore 819666 Singapore",,,"1.359867,103.990082","DetailsPRICE RANGES$8 - S$32CUISINESFrench, Asian, SingaporeanMealsBreakfast, Lunch, DinnerView all detailsabout"
1796. Chang Korean BBQ Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d858384-Reviews-Chang_Korean_BBQ_Restaurant-Singapore.html,"Barbecue, Asian",3.5,"71 Loewen Road #01-01, Singapore 248847 Singapore","Tanglin,1.0 km from Singapore Botanic Gardens",+65 6473 9005,"1.301971,103.811783","DetailsCUISINESBarbecue, Asian, KoreanMealsLunch, DinnerFEATURESReservations, Private Dining, Seating, Parking Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service, Street Parking, Free Off-Street Parking, Highchairs Available, Full Bar, Free WifiView all detailsfeatures"
1797. Gyu Kaku,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d787696-Reviews-Gyu_Kaku-Singapore.html,"Barbecue, Asian",4,"#01-08 UE Square 81A Clemenceau Ave, Singapore 239918 Singapore","Central Area/City Area,0.8 km from National Museum of Singapore",+65 6733 4001,"1.292040,103.842682","DetailsCUISINESBarbecue, Asian, JapaneseMealsDinner, LunchFEATURESReservations, Seating, Table Service, Serves AlcoholView all detailsfeatures"
1798. An Acai Affair,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13355599-Reviews-An_Acai_Affair-Singapore.html,Healthy,4.5,"101 East Coast Road, Singapore 428796 Singapore","Marine Parade,4.9 km from Singapore Flyer",+65 8698 7462,"1.305730,103.904213","DetailsCUISINESHealthySpecial DietsVegetarian Friendly, Vegan OptionsMealsLunch, Dinner, Brunch, After-hoursView all detailsmeals, features"
1799. Megumi Japanese Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d780315-Reviews-Megumi_Japanese_Restaurant-Singapore.html,"Japanese, Sushi",4,"443 Joo Chiat Road Rising Court, Singapore 427656 Singapore","Bedok,0.9 km from East Coast Park",+65 6243 0700,"1.306972,103.904373","Food and ambienceJapanese, Sushi, AsianSalmon sashimi was chunky & fresh.Megumi stands out as my family's no. 1 choice when we crave for Japanese food.our favourite is the luxury sashimi selection"
1800. Charlie's Corner,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1010032-Reviews-Charlie_s_Corner-Singapore.html,"Bar, Pub",4,"Block 2 Changi Village #01-70 Changi Village Market & Hawker Centre, Singapore 500002 Singapore",Changi,+65 6543 1754,"1.389143,103.988464","DetailsPRICE RANGES$7 - S$14CUISINESBar, Pub, SeafoodMealsLunch, DinnerView all detailsfeatures"
Tiong Bahru Hainanese Boneless Chicken Rice,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7249381-Reviews-Tiong_Bahru_Hainanese_Boneless_Chicken_Rice-Singapore.html,"Chinese, Asian",4,"56 Smith Street Chinatown, Singapore 058961 Singapore","Outram,0.1 km from Chinatown",+65 6323 0191,"1.282877,103.843254","DetailsPRICE RANGES$5 - S$5CUISINESChinese, Asian, SingaporeanMealsLunch, Dinner, BrunchView all detailsfeatures, about"
Gravy Restaurant and Bar,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15022202-Reviews-Gravy_Restaurant_and_Bar-Singapore.html,"Indian, Asian",4.5,"1 Hoe Chiang Road Singapore 089310 Tanjong Pagar Road, Singapore 089310 Singapore","Anson,1.0 km from Chinatown",+65 9101 5824,"1.274077,103.842735","DetailsPRICE RANGES$10 - S$25CUISINESIndian, Asian, FusionSpecial DietsVegetarian FriendlyView all detailsmeals, features, about"
1801. My Makan Place,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12879368-Reviews-My_Makan_Place-Singapore.html,"Asian, Fusion",4.5,"283 Tanjong Katong Road, Singapore 437066 Singapore","Marine Parade,1.2 km from East Coast Park",+65 6440 0061,"1.306881,103.895813","DetailsPRICE RANGES$5 - S$8CUISINESAsian, Fusion, IndonesianMealsLunch, Dinner, BrunchView all detailsfeatures, about"
1802. Chettynad Curry Palace,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4304512-Reviews-Chettynad_Curry_Palace-Singapore.html,"Cafe, Seafood",4.5,"30 29 Upper Weld Road, Singapore 207386 Singapore","Central Area/City Area,0.3 km from Little India",+65 6293 3225,"1.305766,103.854301","DetailsPRICE RANGES$12 - S$36CUISINESCafe, Seafood, Fast food, Indian, AsianMealsLunch, Dinner, BreakfastView all detailsfeatures, about"
1803. Hong Kong Street Family Restaurant Pte Ltd,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d877475-Reviews-Hong_Kong_Street_Family_Restaurant_Pte_Ltd-Singapore.html,"Chinese, Asian",4,"273 Thomson Road Novena Gardens, Singapore 307644 Singapore","Moulmein,2.2 km from Orchard Road",+65 6252 3132,"1.320464,103.842377","DetailsCUISINESChinese, Asian, SingaporeanMealsLunch, DinnerFEATURESTakeout, Reservations, Seating, Table ServiceView all detailsfeatures"
1804. Swatow Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4132280-Reviews-Swatow_Restaurant-Singapore.html,"Chinese, Asian",3.5,"181 Lorong 4 Toa Payoh #02-602, Singapore 310181 Singapore","Toa Payoh Central,3.1 km from Little India",+65 6363 1717,"1.333729,103.850883","Food and ambienceChinese, Asian, SingaporeanService staff is very friendly .. they have the best oyster omelet must try!!Wise array of Teochew cuisine and must try include : braised duck, hea chor,...... traditional Chaozhou dishes like oyster omelette, pork trotter Jelly, pra...... braised goose (if available) or duck etc and no teochew food is complete ..."
1805. HANS IM GLUCK German Burgergrill,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15887568-Reviews-HANS_IM_GLUCK_German_Burgergrill-Singapore.html,"Bar, Pub",3.5,"9 Raffles Place Republic Plaza #01-01 Republic Plaza, Singapore 048619 Singapore",0.5 km from Marina Bay,+65 9738 5662,"1.283180,103.850876","DetailsPRICE RANGES$17 - S$24CUISINESBar, PubMealsLunch, Dinner, After-hours, DrinksView all detailsfeatures, about"
Sushi Jiro,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5430677-Reviews-Sushi_Jiro-Singapore.html,Sushi,4,"6 Raffles Boulevard PARKROYAL COLLECTION Marina Bay #04-600, Singapore 039594 Singapore","Marina Centre,0.6 km from Merlion Park",+65 6445 3055,"1.291783,103.857346",Food and ambienceSushiSushi and sashimi were fresh and succulent.Great omakase experienceBusiness meetings... while having quality meal even couples or some business lunch/dinner.
1806. Yizun Beef Noodle,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13506252-Reviews-Yizun_Beef_Noodle-Singapore.html,"Chinese, Asian",4.5,"45 Sam Leong Road, Singapore 207935 Singapore","Lavender,0.7 km from Little India",+65 6291 6616,"1.309660,103.856323","DetailsCUISINESChinese, AsianSpecial DietsHalalMealsLunch, DinnerView all detailsmeals, features"
1807. Sixty 40,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7254067-Reviews-Sixty_40-Singapore.html,"Bar, Pub",4,"35 Rochester Drive The Rochester #01-05, Singapore 138639 Singapore","One North,3.3 km from Singapore Botanic Gardens",+65 6684 9028,"1.305188,103.788841","DetailsCUISINESBar, PubMealsLunch, DinnerFEATURESReservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, Live MusicView all detailsfeatures"
1808. Wildfire Burgers Singapore (313@Somerset),https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9820989-Reviews-Wildfire_Burgers_Singapore_313_Somerset-Singapore.html,"American, Bar",3.5,"313 Orchard Road 313 @ Somerset Floor 01 Unit 313 28, Singapore 238895 Singapore","Somerset,0.1 km from Orchard Road",+65 6509 4408,"1.301042,103.838051","DetailsCUISINESAmerican, BarMealsLunch, DinnerFEATURESTakeout, Wheelchair Accessible, Serves Alcohol, Reservations, Seating, Table ServiceView all detailsfeatures"
1809. Firebake - Woodfired Bakehouse & Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12287879-Reviews-Firebake_Woodfired_Bakehouse_Restaurant-Singapore.html,European,3.5,"237 East Coast Road Level 1, Singapore 428930 Singapore","Marine Parade,1.2 km from East Coast Park",+65 6440 1228,"1.307851,103.907654","DetailsPRICE RANGES$21 - S$70CUISINESEuropeanMealsBrunch, Lunch, Drinks, DinnerView all detailsfeatures, about"
1810. Xiao Long Kan Hotpot,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d14396654-Reviews-Xiao_Long_Kan_Hotpot-Singapore.html,"Chinese, Asian",4.5,"20 Smith street, Singapore 058934 Singapore","Outram,0.1 km from Chinatown",+65 6635 8789,"1.282270,103.844490","DetailsPRICE RANGES$42 - S$70CUISINESChinese, Asian, SoupsMealsDinner, Lunch, Brunch, After-hoursView all detailsfeatures, about"
Artisan Boulangerie Co.,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10642857-Reviews-Artisan_Boulangerie_Co-Singapore.html,Cafe,4,"1 Harbourfront Walk Vivo City #01-163/164 VivoCity, Singapore 098585 Singapore","Bukit Merah,0.9 km from Singapore Cable Car",+65 6278 8500,"1.263569,103.821350","DetailsCUISINESCafeSpecial DietsVegetarian FriendlyMealsBreakfast, Lunch, Dinner, BrunchView all detailsmeals, features, about"
1811. Konditori,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11877373-Reviews-Konditori-Singapore.html,Cafe,4,"33 Bussorah Street, Singapore 199451 Singapore","Central Area/City Area,1.0 km from Little India",+65 209 8580,"1.301780,103.859673",DetailsCUISINESCafeMealsBreakfastFEATURESTakeoutView all detailsfeatures
1812. BARI-UMA,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8492403-Reviews-BARI_UMA-Singapore.html,"Japanese, Asian",4.5,"101 Thomson Road United Square #B1-08 United Square, Singapore 307591 Singapore","Moulmein,1.9 km from Orchard Road",+65 6354 3711,"1.317497,103.844231","DetailsPRICE RANGES$15 - S$25CUISINESJapanese, AsianMealsLunch, DinnerView all detailsfeatures"
1813. Bodacious,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12165733-Reviews-Bodacious-Singapore.html,"Bar, Pub",4,"70 Biopolis Street, Singapore 138547 Singapore","One North,3.0 km from Singapore Botanic Gardens",+65 8142 6788,"1.302920,103.791939","DetailsCUISINESBar, PubMealsLunch, DinnerFEATURESReservations, Seating, Table Service, Takeout, Wheelchair AccessibleView all detailsfeatures"
1814. Old Hong Kong Kitchen,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3856429-Reviews-Old_Hong_Kong_Kitchen-Singapore.html,"Chinese, Asian",3.5,"10 Sinaran Drive Square 2 #02-80 Square 2 @ Novena, Singapore 307506 Singapore","Moulmein,2.3 km from Orchard Road",+65 6397 7023,"1.321028,103.844040","DetailsCUISINESChinese, AsianMealsLunch, DinnerFEATURESTakeout, Reservations, Seating, Wheelchair Accessible, Table ServiceView all detailsfeatures"
1815. Mrs Pho House,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12356407-Reviews-Mrs_Pho_House-Singapore.html,"Asian, Vietnamese",4,"221 Rangoon Road, Singapore 218459 Singapore","Kampong Java,1.4 km from Little India",+65 9173 1083,"1.317865,103.852356","DetailsCUISINESAsian, VietnameseSpecial DietsVegetarian FriendlyMealsLunch, DinnerView all detailsmeals, features"
Tiong Bahru Hainanese Boneless Chicken Rice,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7249381-Reviews-Tiong_Bahru_Hainanese_Boneless_Chicken_Rice-Singapore.html,"Chinese, Asian",4,"56 Smith Street Chinatown, Singapore 058961 Singapore","Outram,0.1 km from Chinatown",+65 6323 0191,"1.282877,103.843254","DetailsPRICE RANGES$5 - S$5CUISINESChinese, Asian, SingaporeanMealsLunch, Dinner, BrunchView all detailsfeatures, about"
